system_index,Name,altitudeMo,classification,descriptio,extrude,icon,tessellate,visibility,geo
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_0,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334382519038,21.523351059950862]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_1,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80363344263905,21.523353136495516]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_2,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80392306012257,21.5233552125378]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_3,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421267764092,21.52335728807771]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_4,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334604469807,21.52308006671925]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_5,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8036356616099,21.523082143235218]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_6,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80392527855655,21.52308421924882]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_7,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421489553805,21.52308629476006]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_8,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334826417092,21.522809073478623]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_9,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80363788054589,21.5228111499659]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_10,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8039274969557,21.522813225950824]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_11,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421711340034,21.522815301433393]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_12,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80335048360891,21.522538080228987]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000003_13,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80364009944704,21.52254015668758]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_0,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73667527721953,21.56296820115557]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_1,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73696496600523,21.562970397217992]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_2,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73725465482774,21.562972592777072]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_3,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73667762510674,21.562697216014318]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_4,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73696731335437,21.56269941204644]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_5,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73725700163885,21.562701607575242]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_6,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73754668996013,21.56270380260071]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000004_7,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7378363783182,21.562705997122844]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_0,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73869606690889,21.56379651902759]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_1,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73840872105752,21.56352334059868]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_2,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7386984111401,21.56352553370158]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_3,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73898810125944,21.56352772630112]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_4,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73927779141555,21.56352991839731]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_5,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73841106579005,21.563252355293884]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_6,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73870075533456,21.563254548366523]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_7,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73899044491584,21.563256740935824]}"
20191016T050759_20191016T052144_T44QLJ_00000000000000000005_8,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73870309949224,21.562983563022417]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_0,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.42977985657747,21.020344581989107]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_1,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43006854047665,21.020345549404873]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_2,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43035722439224,21.020346516330797]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_3,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43064590832422,21.020347482766887]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_4,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43093459227259,21.020348448713136]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_5,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43122327623733,21.020349414169548]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_6,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4297808871635,21.02007352666543]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_7,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43006957054101,21.020074494067565]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_8,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4303582539349,21.02007546097987]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_9,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4306469373452,21.020076427402344]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_10,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43093562077189,21.02007739333499]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_11,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43122430421494,21.020078358777802]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_12,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43007060058895,21.019803438721574]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_13,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43035928346116,21.01980440562026]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000000_14,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4306479663498,21.01980537202912]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_0,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46079684802342,21.06517047841107]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_1,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4610856198402,21.065171395049994]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_2,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137439167252,21.06517231119793]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_3,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4607978248287,21.06489942308784]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_4,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46108659612241,21.064900339713873]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_5,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137536743166,21.064901255848927]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_6,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46166413875642,21.064902171493]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_7,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4619529100967,21.06490308664609]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_8,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46079880161845,21.06462836775592]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_9,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4610875723891,21.064629284369065]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_10,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137634317527,21.064630200491237]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_11,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46166511397698,21.06463111612243]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_12,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46108854864025,21.064358229015568]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_13,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137731890337,21.064359145124858]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_14,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46166608918202,21.064360060743176]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_15,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137829461597,21.064088089749788]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_16,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46166706437155,21.064089005355232]}"
20191016T050759_20191016T052144_T44QMJ_00000000000000000001_17,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46166803954559,21.063817949958594]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_0,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78322409206811,21.504777030887272]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_1,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78351367057115,21.504779140613596]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_2,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78380324910961,21.504781249838043]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_3,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78409282768347,21.504783358560612]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_4,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78438240629272,21.5047854667813]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_5,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78322634674589,21.504506039067937]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_6,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78351592471266,21.5045081487651]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_7,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78380550271486,21.50451025796039]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_8,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78409508075245,21.504512366653806]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_9,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78438465882543,21.504514474845347]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_10,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78322860138823,21.504235047239593]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_11,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78351817881875,21.50423715690759]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_12,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78380775628469,21.504239266073718]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_13,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78409733378602,21.504241374737983]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000002_14,seasonal_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78352043288945,21.503966165041067]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_0,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334382519038,21.523351059950862]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_1,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80363344263905,21.523353136495516]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_2,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80392306012257,21.5233552125378]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_3,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421267764092,21.52335728807771]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_4,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334604469807,21.52308006671925]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_5,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8036356616099,21.523082143235218]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_6,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80392527855655,21.52308421924882]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_7,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421489553805,21.52308629476006]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_8,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80334826417092,21.522809073478623]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_9,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80363788054589,21.5228111499659]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_10,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8039274969557,21.522813225950824]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_11,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80421711340034,21.522815301433393]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_12,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80335048360891,21.522538080228987]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000003_13,perennial_2,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80364009944704,21.52254015668758]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_0,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73667527721953,21.56296820115557]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_1,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73696496600523,21.562970397217992]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_2,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73725465482774,21.562972592777072]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_3,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73667762510674,21.562697216014318]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_4,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73696731335437,21.56269941204644]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_5,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73725700163885,21.562701607575242]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_6,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73754668996013,21.56270380260071]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000004_7,seasonal_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7378363783182,21.562705997122844]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_0,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73869606690889,21.56379651902759]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_1,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73840872105752,21.56352334059868]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_2,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7386984111401,21.56352553370158]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_3,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73898810125944,21.56352772630112]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_4,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73927779141555,21.56352991839731]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_5,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73841106579005,21.563252355293884]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_6,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73870075533456,21.563254548366523]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_7,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73899044491584,21.563256740935824]}"
20191105T050959_20191105T051807_T44QLJ_00000000000000000005_8,perennial_3,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73870309949224,21.562983563022417]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_0,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.42977985657747,21.020344581989107]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_1,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43006854047665,21.020345549404873]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_2,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43035722439224,21.020346516330797]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_3,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43064590832422,21.020347482766887]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_4,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43093459227259,21.020348448713136]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_5,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43122327623733,21.020349414169548]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_6,seasonal_1,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4297808871635,21.02007352666543]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_7,seasonal_1,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43006957054101,21.020074494067565]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_8,seasonal_1,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4303582539349,21.02007546097987]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_9,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4306469373452,21.020076427402344]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_10,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43093562077189,21.02007739333499]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_11,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43122430421494,21.020078358777802]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_12,seasonal_1,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43007060058895,21.019803438721574]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_13,seasonal_1,,1,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43035928346116,21.01980440562026]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000000_14,seasonal_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4306479663498,21.01980537202912]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000001_0,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46079684802342,21.06517047841107]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000001_1,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4610856198402,21.065171395049994]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000001_2,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46137439167252,21.06517231119793]}"
20191105T050959_20191105T051807_T44QMJ_00000000000000000001_3,perennial_1,,2,,0,,1,-1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4607978248287,21.06489942308784]}"
