district_name,min_lon,min_lat,max_lon,max_lat
Theni,77.151871,9.508692,77.71389,10.205171
Thiruvallur,79.273491,12.932952,80.346802,13.562454
Thiruvarur,79.282661,10.274039,79.796539,11.000801
Thoothukkudi,77.655373,8.311309,78.367638,9.359721
Tiruchirappalli,78.150383,10.28092,78.998779,11.392019
Tirunelveli,77.132179,8.132919,77.96347,9.40818
Tiruppur,76.994171,10.22055,77.876846,11.34104
Tiruvannamalai,78.62014,11.967761,79.742973,12.859692
Vellore,78.396187,12.24634,79.776779,13.195691
Viluppuram,78.613426,11.489601,80.00708,12.43657
Virudunagar,77.324127,9.188059,78.399986,9.773612
Adilabad,77.757393,18.680302,79.973053,19.916088
Hyderabad,78.384102,17.297071,78.534531,17.471788
Karimnagar,78.517166,17.974953,80.336678,19.07107
Khammam,79.78511,16.762831,81.794403,18.62812
Mahbubnagar,77.235176,15.827181,79.22982,17.233221
Medak,77.439926,17.415051,79.12915,18.28385
Nalgonda,78.607376,16.36281,80.069672,17.804991
Nizamabad,77.519501,18.07375,78.673691,19.00263
Ranga Reddy,77.359993,16.843161,78.848961,17.708641
Warangal,78.822327,17.31354,80.658516,18.60465
Dhalai,91.68988,23.419678,92.176086,24.247128
Gomati,91.374329,23.089478,91.901062,23.762878
Khowai,91.477478,23.67046,91.786957,24.2304
North Tripura,92.074707,23.657341,92.336914,24.534021
Sipahijala,91.15448,23.273954,91.574524,23.7771
South Tripura,91.316757,22.944151,91.832275,23.42976
Unokoti,91.9021,23.983276,92.218872,24.39209
West Tripura,91.223083,23.694885,91.568298,24.111111
Agra,77.417488,26.74675,78.842758,27.301283
Aligarh,77.470016,27.581188,78.610397,28.17746
Allahabad,81.511658,24.80995,82.344688,25.755091
Ambedkar Nagar,82.211563,26.163879,83.125648,26.656233
Amethi,81.298256,25.92786,82.065987,26.668741
Amroha,78.047623,28.40904,78.699608,29.17951
Auraiya,79.046761,26.369261,79.749893,26.952311
Azamgarh,82.659561,25.638969,83.498878,26.453541
Baghpat,77.122047,28.781969,77.478088,29.301512
Bahraich,81.024643,27.063931,81.80397,28.40947
Ballia,83.668556,25.561729,84.6306,26.19429
Balrampur,82.013901,27.050472,82.757881,27.847521
Banda,80.096092,25.002901,81.03083,25.915451
Barabanki,80.917122,26.52553,81.853287,27.362091
Bareilly,78.989197,28.026529,79.74614,28.89254
Basti,82.213646,26.541059,82.968689,27.02331
Bijnor,77.981628,29.03528,78.922928,29.796181
Budaun,78.571663,27.657579,79.491112,28.48847
Bulandshahr,77.585442,28.07477,78.475822,28.719473
Chandauli,83.004036,24.716221,83.546646,25.534349
Chitrakoot,80.680443,24.892071,81.555946,25.548321
Deoria,83.470383,26.093088,84.18174,26.76001
Etah,78.171013,27.314001,79.265251,27.790911
Etawah,78.733406,26.486841,79.340897,27.011869
Faizabad,81.667252,26.409929,82.470009,26.840273
Farrukhabad,79.114227,27.16444,79.736946,27.720201
Fatehpur,80.206856,25.443821,81.327911,26.23163
Firozabad,77.952026,26.883141,78.813362,27.51568
Gautam Buddha Nagar,77.293648,28.081409,77.753113,28.687059
Ghaziabad,77.194443,28.626369,77.707497,28.93173
Ghazipur,83.055717,25.308149,83.955391,25.89665
Gonda,81.497322,26.78264,82.606613,27.447269
Gorakhpur,83.061409,26.220501,83.663002,27.003531
Hamirpur,79.352707,25.405479,80.343941,26.16733
Hapur,77.539207,28.55179,78.198708,28.871971
Hardoi,79.678146,26.892771,80.817856,27.790192
Hathras,77.869682,27.283758,78.518623,27.832005
Jalaun,78.923622,25.77474,79.948563,26.448002
Jaunpur,82.112183,25.395399,83.082108,26.199621
Jhansi,78.294228,25.110769,79.412811,25.9555
Kannauj,79.309708,26.775122,80.011208,27.231701
Kanpur Dehat,79.494987,26.094379,80.166817,26.832743
Kanpur Nagar,79.884087,25.922281,80.558006,26.966249
Kasganj,78.46418,27.553093,79.203217,28.05163
Kaushambi,81.140831,25.262239,81.904671,25.81432
Kushinagar,83.518677,26.550331,84.414398,27.300781
Lakhimpur Kheri,80.014763,27.67856,81.297409,28.69153
Lalitpur,78.163322,24.180241,78.987778,25.226023
Lucknow,80.550667,26.506359,81.209343,27.164261
Maharajganj,83.112907,26.892801,83.925652,27.47949
Mahoba,79.269432,25.08275,80.141983,25.647303
Mainpuri,78.680122,26.936331,79.430779,27.475431
Mathura,77.27578,27.239059,77.971512,27.97051
Mau,83.169487,25.800341,83.803749,26.281141
Meerut,77.439674,28.741961,78.131157,29.267933
Mirzapur,82.076012,24.59738,83.175369,25.277773
Moradabad,78.595306,28.465508,78.964592,29.288639
Muzaffarnagar,77.244263,29.18598,78.125549,29.71476
Pilibhit,79.586853,28.12114,80.423508,28.893353
Pratapgarh,81.318291,25.571701,82.42823,26.182558
Rae Bareli,80.667152,25.81432,81.435417,26.60957
Rampur,78.827431,28.390881,79.402618,29.17227
Saharanpur,77.112953,29.566441,77.93148,30.412458
Sambhal,78.273811,28.069172,78.923576,28.810089
Sant Kabir Nagar,82.818512,26.41118,83.217659,27.05032
Sant Ravi Das Nagar,82.186226,25.183401,82.702499,25.539301
Shahjahanpur,79.321297,27.477251,80.359833,28.462952
Shamli,77.084908,29.276043,77.493393,29.700451
Shravasti,81.43663,27.271851,82.197983,27.993277
Siddharth Nagar,82.429466,26.91424,83.294746,27.505911
Sitapur,80.294136,27.10482,81.407578,27.911289
Sonbhadra,82.518433,23.87277,83.541718,24.907431
Sultanpur,81.800911,25.975691,82.685272,26.52092
Unnao,80.042107,26.11941,81.041672,27.035591
Varanasi,82.66256,25.169201,83.186333,25.582783
Almora,79.024109,29.432131,80.059677,29.988531
Bageshwar,79.456757,29.690659,80.146973,30.320789
Chamoli,79.016548,29.932199,80.090073,31.08033
Champawat,79.786316,29.05802,80.320129,29.526173
Dehradun,77.562241,29.94791,78.299026,30.97991
Garhwal,78.181107,29.456181,79.2211,30.316839
Hardwar,77.702019,29.54586,78.331741,30.25074
Nainital,78.831856,28.988083,79.967926,29.61491
Pithoragarh,79.808746,29.438393,81.019997,30.813421
Rudraprayag,78.895981,30.29451,79.34227,30.812132
Tehri Garhwal,77.926323,30.059092,79.046822,30.884211
Udham Singh Nagar,78.71386,28.71562,80.159927,29.38534
Uttarkashi,77.733276,30.473963,79.392357,31.47226
Alipurduar,89.045197,26.39539,89.877548,26.862425
Bankura,86.60495,22.62282,87.761971,23.637991
Barddhaman,86.790939,22.930771,88.416061,23.879951
Birbhum,87.084511,23.53768,88.022942,24.582331
Dakshin Dinajpur,88.177597,25.16713,89.011337,25.596514
Darjiling,87.990051,26.446251,88.878975,27.221031
Haora,87.841751,22.219721,88.365517,22.776312
Hugli,87.502983,22.593971,88.504478,23.225071
Jalpaiguri,88.390266,26.3328,89.122818,26.993816
Koch Bihar,88.744209,25.964581,89.861542,26.54579
Kolkata,88.270653,22.49494,88.40731,22.62974
Maldah,87.759102,24.6563,88.462997,25.53805
Murshidabad,87.813896,23.71826,88.737846,24.854353
Nadia,88.133186,22.870951,88.800148,24.09951
North 24 Parganas,88.331017,21.548891,89.096367,23.25099
Pashchim Medinipur,86.555107,21.760073,87.888573,22.949442
Purba Medinipur,87.423943,21.608704,88.193611,22.5105
Puruliya,85.826363,22.701521,86.894066,23.697229
South 24 Parganas,88.014709,21.539446,88.821251,22.622231
Uttar Dinajpur,87.803558,25.24254,88.52523,26.497141
